Record_ID,Timestamp,Flight_ID,Cargo_Volume,Cargo_Type,Shipment_Priority,Arrival_Departure,Terminal_ID,Gate_Assigned,Handling_Time,Waiting_Time,Workforce_Assigned,Equipment_Used,Equipment_Type,Facility_Utilization,Storage_Occupancy,Queue_Length,Flight_Delay,Peak_Hour_Indicator,Weather_Condition,Operational_Cost,Energy_Consumption,Throughput_Rate,Bottleneck_Flag,Demand_Forecast,Real_Time_Load,Allocation_Strategy,Allocation_Efficiency_Class
119,2024-05-24 20:13:00,FL1881,107.64,Perishable,Critical,Departure,T1,18,146.14,105.41,16,7,Forklift,41.02,76.46,65,16.72,1,Clear,2730.31,411.8,49.75,0,14.4,127.41,Adaptive,Low Efficiency
120,2024-04-21 07:03:00,FL2410,67.02,Perishable,Medium,Arrival,T2,24,128.11,67.84,31,4,Crane,48.11,60.88,47,73.96,1,Fog,4038.61,1217.68,55.41,0,34.71,106.61,Baseline,Low Efficiency
121,2024-09-29 06:37:00,FL7987,97.86,Hazardous,Critical,Departure,T1,1,55.68,69.6,8,13,Conveyor,54.87,62.47,71,11.15,1,Storm,1336.06,1397.54,93.71,0,21.72,114.61,Optimized,Low Efficiency
122,2024-04-27 15:16:00,FL7421,108.05,Express,Medium,Departure,T2,30,65.25,5.79,39,8,Crane,86.28,42.32,80,16.16,0,Rain,1786.48,287.68,26.29,0,87.48,114.66,Optimized,Low Efficiency
123,2024-01-01 09:59:00,FL3932,41.57,Express,Low,Arrival,T3,15,88.41,117.81,25,14,Loader,77.71,84.58,32,26.59,0,Clear,3773.87,236.32,99.85,0,80.02,72.99,Baseline,Low Efficiency
124,2024-08-24 01:02:00,FL8304,17.66,Hazardous,High,Arrival,T3,8,40.02,97.72,40,14,Conveyor,63.32,90.62,24,78.58,0,Clear,534.59,582.72,58.72,0,44.31,136.15,Adaptive,Low Efficiency
125,2024-12-21 19:00:00,FL6826,31.21,Hazardous,Medium,Arrival,T4,35,166.14,9.22,6,3,Conveyor,49.52,87.91,14,39.98,1,Rain,3908.21,954.62,98.0,0,127.92,27.35,Baseline,Low Efficiency
126,2024-01-15 04:22:00,FL6119,54.12,General,High,Arrival,T1,18,138.3,25.28,43,2,Crane,59.3,68.3,47,35.62,0,Clear,3543.25,984.78,64.42,0,67.52,144.22,Optimized,Low Efficiency
127,2024-03-22 11:01:00,FL6444,99.07,General,Critical,Arrival,T1,41,78.39,99.42,32,10,Forklift,84.61,88.66,79,44.17,1,Clear,1083.14,974.95,15.67,0,145.67,10.94,Optimized,Low Efficiency
128,2024-09-21 07:32:00,FL4246,103.98,Perishable,Medium,Arrival,T4,16,67.95,14.99,38,6,Forklift,62.92,85.33,1,56.78,0,Storm,1597.36,906.0,76.89,0,42.64,117.56,Adaptive,Low Efficiency
129,2024-08-11 22:11:00,FL9740,5.8,Perishable,Critical,Departure,T2,21,130.33,113.31,37,7,Forklift,67.76,88.27,92,38.11,0,Fog,569.32,640.09,56.99,0,97.16,36.06,Baseline,Low Efficiency
130,2024-06-23 08:43:00,FL2286,63.74,Perishable,High,Departure,T4,15,87.88,119.99,12,7,Crane,76.52,98.74,19,86.63,0,Storm,3116.36,1194.8,60.52,0,121.37,19.04,Adaptive,Low Efficiency
131,2024-02-12 04:18:00,FL8629,53.0,Perishable,Medium,Departure,T2,5,56.69,106.94,12,6,Crane,94.77,86.7,58,12.18,1,Fog,2286.92,1434.5,96.08,1,36.47,79.9,Adaptive,Moderate Efficiency
132,2024-06-24 09:32:00,FL3159,30.54,General,High,Departure,T4,45,88.82,89.97,46,11,Crane,55.01,48.95,7,42.81,1,Storm,2405.45,925.48,34.48,0,121.06,81.93,Baseline,Low Efficiency
133,2024-02-27 08:22:00,FL2522,18.78,Express,Medium,Departure,T1,7,159.41,61.04,26,8,Conveyor,66.88,87.46,82,37.39,0,Rain,964.33,407.2,12.82,0,133.8,103.62,Optimized,Low Efficiency
134,2024-03-03 08:54:00,FL8672,43.83,Perishable,Critical,Departure,T1,48,30.98,14.48,31,12,Conveyor,58.62,56.29,77,62.34,0,Fog,2085.39,886.48,41.48,0,103.48,93.23,Adaptive,Low Efficiency
135,2024-12-19 21:17:00,FL2593,113.43,Express,High,Arrival,T2,7,78.94,89.0,32,6,Crane,67.97,66.13,64,86.68,0,Clear,4635.49,1157.76,27.06,1,135.43,14.38,Baseline,Low Efficiency
136,2024-02-20 09:34:00,FL8464,42.17,Perishable,Low,Arrival,T1,27,173.97,50.64,15,6,Forklift,81.79,85.75,18,25.96,1,Clear,791.31,1261.56,47.82,0,64.95,38.61,Adaptive,Low Efficiency
137,2024-04-01 13:49:00,FL6085,64.66,Hazardous,Medium,Arrival,T1,25,22.37,70.58,31,3,Loader,68.92,52.17,63,85.98,0,Storm,4887.31,1105.55,32.88,0,66.25,110.24,Optimized,Low Efficiency
138,2024-04-03 11:48:00,FL8625,85.85,Perishable,High,Departure,T1,22,162.5,38.74,5,12,Forklift,90.07,31.83,68,74.49,1,Fog,4316.04,1346.7,20.67,0,12.58,141.94,Optimized,Low Efficiency
139,2024-12-12 02:09:00,FL8709,46.82,Perishable,Low,Departure,T1,48,79.97,32.85,43,2,Conveyor,73.2,80.27,50,72.94,0,Rain,1413.45,1432.83,101.03,0,121.86,117.25,Baseline,Moderate Efficiency
140,2024-04-30 05:48:00,FL4796,116.75,Perishable,Low,Departure,T3,13,50.32,42.29,32,7,Conveyor,63.15,93.15,68,6.58,0,Rain,3674.4,788.81,33.04,1,14.64,147.99,Optimized,Low Efficiency
141,2024-07-12 00:12:00,FL4666,115.68,General,Medium,Arrival,T4,17,22.4,98.59,31,6,Forklift,86.94,94.95,91,84.65,1,Fog,909.26,857.36,50.02,1,46.94,27.4,Baseline,Low Efficiency
142,2024-11-04 02:52:00,FL3354,33.95,Hazardous,Medium,Arrival,T4,41,31.28,54.05,12,1,Forklift,65.88,85.92,16,75.5,0,Rain,1218.5,572.52,10.21,0,96.83,144.18,Baseline,Low Efficiency
143,2024-06-03 05:26:00,FL5227,62.18,Perishable,Medium,Arrival,T3,44,47.49,40.85,28,2,Conveyor,70.93,95.46,14,61.61,0,Storm,2695.83,1022.45,94.89,1,95.08,62.36,Baseline,Moderate Efficiency
144,2024-05-26 11:22:00,FL6954,39.6,Perishable,Low,Departure,T1,13,24.07,54.79,44,2,Conveyor,99.68,87.45,62,11.51,0,Rain,2302.05,933.91,60.96,0,77.27,88.46,Optimized,Moderate Efficiency
145,2024-08-14 23:38:00,FL7423,37.76,Express,Low,Departure,T4,26,73.74,8.71,40,1,Crane,87.19,32.11,78,37.8,0,Clear,4167.63,350.2,105.11,0,96.47,146.7,Baseline,Moderate Efficiency
146,2024-10-17 12:53:00,FL4004,9.24,Hazardous,High,Departure,T4,9,27.18,107.42,28,3,Loader,91.31,54.48,7,75.62,1,Fog,4726.65,1072.1,15.81,0,55.12,72.66,Baseline,Low Efficiency
147,2024-09-28 21:59:00,FL6412,75.1,Perishable,Medium,Arrival,T4,5,130.75,68.45,46,5,Crane,75.57,53.53,56,39.38,0,Fog,4742.67,1227.03,28.02,0,38.52,54.06,Adaptive,Low Efficiency
148,2024-11-15 00:21:00,FL6320,62.81,Express,Low,Departure,T2,39,151.03,17.06,26,4,Crane,60.89,45.34,14,39.28,0,Clear,1161.51,353.46,38.35,1,51.02,120.71,Optimized,Low Efficiency
149,2024-11-24 18:17:00,FL8426,10.92,Express,Medium,Arrival,T3,33,161.99,38.17,14,12,Forklift,99.48,85.86,42,24.31,0,Clear,3588.03,329.9,107.7,1,44.66,108.66,Baseline,Low Efficiency
150,2024-03-29 02:42:00,FL8987,37.04,General,Medium,Arrival,T2,4,107.86,118.11,8,2,Forklift,54.64,66.41,70,4.61,0,Fog,3068.54,994.71,48.94,0,70.08,13.06,Adaptive,Low Efficiency
151,2024-06-29 12:27:00,FL1495,109.45,Express,Low,Arrival,T2,28,171.44,73.2,12,8,Loader,92.37,88.54,62,46.17,0,Fog,2166.04,262.64,30.56,0,116.16,77.92,Baseline,Low Efficiency
152,2024-06-12 14:52:00,FL2070,32.55,Perishable,Low,Arrival,T3,26,20.9,38.51,43,9,Crane,94.68,72.09,43,69.7,0,Clear,4976.73,1233.39,98.16,0,55.53,139.25,Adaptive,Moderate Efficiency
153,2024-02-16 14:56:00,FL8787,21.66,General,Low,Arrival,T4,4,41.44,54.03,19,8,Crane,89.05,71.34,57,13.15,0,Rain,2552.2,1000.16,43.26,1,59.81,86.59,Adaptive,Low Efficiency
154,2024-09-03 04:28:00,FL2849,61.29,General,High,Arrival,T2,16,66.91,34.72,12,7,Conveyor,46.85,56.89,91,80.44,0,Storm,3493.99,145.37,48.46,0,107.64,95.88,Adaptive,Low Efficiency
155,2024-01-16 07:36:00,FL6758,118.35,Perishable,High,Arrival,T4,37,146.24,8.66,33,10,Conveyor,91.25,85.27,75,49.98,0,Clear,2762.79,1178.57,82.01,0,137.86,78.3,Optimized,Low Efficiency
156,2024-06-16 13:32:00,FL8842,32.84,Hazardous,High,Departure,T2,22,161.66,101.83,46,2,Loader,79.83,77.82,31,73.11,1,Storm,963.07,813.86,52.22,1,46.44,92.04,Baseline,Low Efficiency
157,2024-06-09 08:34:00,FL8556,82.3,Express,High,Arrival,T4,36,118.9,38.64,43,6,Forklift,80.85,53.71,51,60.03,1,Rain,1134.95,794.62,11.81,0,112.99,51.41,Optimized,Low Efficiency
158,2024-01-06 05:40:00,FL3798,92.59,General,High,Departure,T1,38,81.32,101.42,39,11,Conveyor,87.19,99.55,67,12.15,0,Fog,3875.64,536.65,118.81,1,97.33,38.46,Optimized,Moderate Efficiency
159,2024-02-21 16:41:00,FL5624,32.33,Hazardous,Medium,Arrival,T1,35,126.54,60.03,45,4,Loader,69.43,62.4,1,81.59,0,Fog,4107.58,496.86,36.25,0,82.98,64.9,Adaptive,Low Efficiency
160,2024-02-12 20:53:00,FL6711,88.74,Perishable,High,Arrival,T1,25,48.94,26.03,18,5,Crane,56.03,52.16,80,64.63,1,Fog,2137.18,800.44,36.88,0,12.67,42.52,Adaptive,Low Efficiency
161,2024-06-15 17:02:00,FL3087,47.3,Express,Low,Arrival,T3,8,93.26,97.21,36,9,Loader,74.5,78.15,44,3.2,0,Fog,801.32,104.41,24.73,1,63.3,137.49,Baseline,Low Efficiency
162,2024-02-19 01:54:00,FL9322,77.72,Express,High,Departure,T1,17,101.21,48.37,11,13,Loader,46.52,45.6,91,52.2,0,Fog,4806.52,1213.16,27.38,1,38.75,30.8,Adaptive,Low Efficiency
163,2024-01-23 20:58:00,FL2686,77.86,General,High,Arrival,T2,18,36.78,86.39,48,9,Conveyor,80.49,88.15,50,43.21,0,Clear,2736.83,1197.62,65.22,1,29.63,43.6,Optimized,Low Efficiency
164,2024-08-28 14:39:00,FL7646,66.61,Express,Medium,Arrival,T4,12,25.42,101.28,37,4,Conveyor,68.98,77.63,60,77.32,0,Fog,1103.67,1129.78,113.37,1,48.57,120.51,Baseline,Moderate Efficiency
165,2024-02-21 14:19:00,FL2752,15.38,Express,Medium,Departure,T4,33,140.02,115.74,39,8,Crane,70.14,90.9,3,11.05,0,Storm,1393.07,943.52,86.69,0,101.43,24.28,Optimized,Low Efficiency
166,2024-06-22 07:25:00,FL6339,101.06,Express,Low,Departure,T4,23,105.55,14.87,31,11,Crane,51.15,53.03,72,53.18,1,Fog,704.12,513.81,82.33,1,85.38,121.56,Optimized,Low Efficiency
167,2024-07-21 18:44:00,FL2162,41.89,Express,High,Departure,T4,12,73.16,5.96,5,5,Crane,42.48,89.81,80,27.93,0,Storm,3694.35,1021.18,49.76,0,71.17,90.96,Adaptive,Low Efficiency
168,2024-12-19 11:13:00,FL5949,26.45,Perishable,High,Departure,T2,11,89.96,68.07,10,9,Loader,76.68,65.07,54,22.11,0,Storm,3668.42,280.81,99.44,0,30.31,74.48,Optimized,Low Efficiency
169,2024-06-05 00:03:00,FL9728,9.69,Hazardous,Critical,Arrival,T4,13,173.23,35.39,6,2,Loader,79.53,34.14,2,2.03,1,Fog,3211.27,468.75,62.07,0,118.96,131.88,Adaptive,Low Efficiency
170,2024-04-06 08:19:00,FL8552,72.95,Perishable,Medium,Arrival,T2,35,81.59,58.95,11,4,Conveyor,69.9,43.59,29,29.9,0,Fog,2958.35,163.27,60.33,0,77.36,65.82,Optimized,Low Efficiency
171,2024-12-10 04:31:00,FL7566,82.92,Perishable,High,Departure,T2,27,36.56,13.36,12,3,Crane,85.94,45.24,16,35.65,0,Rain,2216.71,1303.26,119.4,1,100.33,48.29,Adaptive,High Efficiency
172,2024-06-25 22:41:00,FL7773,6.91,General,Medium,Arrival,T4,25,94.18,62.68,49,7,Conveyor,73.82,83.76,93,40.3,0,Fog,4777.85,1259.69,76.98,0,15.15,86.02,Baseline,Low Efficiency
173,2024-12-10 09:48:00,FL4908,63.89,Express,Critical,Departure,T4,40,123.69,19.36,33,14,Crane,90.89,44.22,95,66.12,1,Storm,4102.35,731.19,105.5,0,134.92,88.09,Adaptive,Moderate Efficiency
174,2024-10-23 09:53:00,FL4992,31.05,Perishable,Medium,Departure,T4,3,21.94,101.44,20,2,Crane,57.29,69.33,59,36.32,0,Rain,4584.3,712.64,67.7,0,82.52,27.2,Adaptive,Low Efficiency
175,2024-05-18 15:39:00,FL9977,79.19,Express,Medium,Departure,T2,49,73.17,92.34,33,3,Conveyor,54.59,75.68,11,17.57,0,Storm,1902.47,1396.39,27.79,0,58.92,119.94,Adaptive,Low Efficiency
176,2024-03-09 16:27:00,FL3605,25.05,Perishable,Medium,Arrival,T3,25,82.96,13.52,35,9,Conveyor,55.67,84.17,96,35.83,0,Rain,4902.28,1045.21,118.6,0,125.77,62.39,Adaptive,Moderate Efficiency
177,2024-03-11 13:59:00,FL8903,84.46,Perishable,High,Departure,T2,45,94.19,101.18,26,8,Conveyor,41.83,84.87,24,6.26,1,Storm,1244.08,1093.03,82.12,0,123.64,27.65,Optimized,Low Efficiency
178,2024-11-09 21:09:00,FL7288,49.47,General,Critical,Arrival,T3,10,68.27,42.37,14,2,Crane,94.04,80.23,83,87.49,0,Fog,753.23,602.95,26.36,0,40.81,23.92,Baseline,Low Efficiency
179,2024-09-14 23:47:00,FL2082,112.72,Hazardous,Low,Arrival,T4,17,126.71,45.58,8,6,Loader,99.95,44.92,32,5.96,1,Rain,1939.28,508.29,91.41,1,61.95,89.13,Baseline,Low Efficiency
180,2024-11-04 10:34:00,FL6582,20.81,Hazardous,Low,Arrival,T2,3,171.15,25.68,29,14,Conveyor,88.99,68.04,74,18.17,0,Storm,1405.79,260.12,58.31,0,94.78,62.33,Baseline,Low Efficiency
181,2024-10-26 08:31:00,FL4411,44.22,Perishable,Critical,Departure,T4,45,166.24,101.06,17,3,Conveyor,64.76,50.31,54,38.52,0,Fog,2828.86,201.53,100.46,0,149.8,54.43,Optimized,Low Efficiency
182,2024-12-06 01:50:00,FL8063,18.05,General,Medium,Arrival,T3,22,126.3,51.54,21,12,Loader,61.24,84.26,56,84.01,0,Rain,2075.9,1367.73,40.48,0,120.1,74.39,Adaptive,Low Efficiency
183,2024-02-09 10:42:00,FL8132,111.34,Express,High,Departure,T3,38,101.1,10.62,44,13,Loader,86.48,82.37,96,16.09,1,Clear,1272.86,1368.9,113.66,0,16.99,120.92,Optimized,Moderate Efficiency
184,2024-03-12 15:58:00,FL6606,105.89,Express,Medium,Arrival,T2,14,152.13,116.12,12,6,Forklift,70.6,46.08,87,35.98,1,Fog,4299.16,417.83,42.7,0,113.07,33.87,Adaptive,Low Efficiency
185,2024-02-14 03:16:00,FL9921,34.66,Perishable,Low,Arrival,T2,27,153.75,34.43,27,14,Conveyor,96.37,74.89,97,89.04,1,Storm,2785.87,152.33,119.7,0,78.69,26.62,Optimized,Low Efficiency
186,2024-10-20 04:19:00,FL4869,80.9,Hazardous,High,Arrival,T2,42,152.73,112.66,11,5,Forklift,56.77,34.09,94,54.18,1,Fog,992.88,585.03,87.02,1,12.56,131.93,Adaptive,Low Efficiency
187,2024-09-04 01:44:00,FL3835,98.98,General,High,Departure,T2,20,45.26,39.64,36,10,Forklift,59.43,83.8,94,55.31,0,Storm,839.0,1432.65,116.84,0,73.4,123.59,Baseline,Moderate Efficiency
188,2024-03-20 13:36:00,FL2276,68.85,Hazardous,Medium,Departure,T1,48,24.07,100.61,28,4,Loader,99.93,84.61,71,87.67,1,Storm,2224.31,527.08,89.66,0,55.83,32.9,Baseline,Moderate Efficiency
189,2024-06-30 01:35:00,FL8972,65.91,Express,Medium,Departure,T1,18,177.31,81.39,5,12,Crane,98.69,54.29,80,45.55,0,Storm,4585.92,1311.33,92.96,0,24.61,88.2,Baseline,Low Efficiency
190,2024-05-19 12:16:00,FL2873,32.81,Hazardous,High,Departure,T4,13,173.54,104.05,40,7,Crane,93.11,86.44,43,0.23,0,Storm,2786.0,1242.91,23.35,0,84.65,86.12,Baseline,Low Efficiency
191,2024-05-18 12:08:00,FL8584,15.71,Express,Low,Arrival,T3,42,110.3,117.25,31,11,Loader,64.28,90.08,53,2.79,0,Rain,1126.11,1422.18,11.65,0,141.84,118.38,Baseline,Low Efficiency
192,2024-11-22 16:05:00,FL6330,108.18,General,Critical,Arrival,T3,6,178.89,105.22,10,10,Forklift,90.26,43.3,1,61.33,1,Clear,1609.85,795.39,19.5,0,132.46,56.09,Baseline,Low Efficiency
193,2024-04-12 01:51:00,FL2599,108.55,General,Low,Departure,T4,10,143.29,51.42,46,7,Forklift,57.0,54.56,94,19.04,0,Fog,722.66,1390.74,58.1,0,88.47,18.98,Optimized,Low Efficiency
194,2024-11-03 04:54:00,FL8294,77.81,Perishable,Medium,Departure,T4,37,102.78,98.67,35,4,Forklift,55.29,48.28,98,43.06,1,Storm,4243.28,1138.56,54.23,1,38.93,36.16,Baseline,Low Efficiency
195,2024-05-13 14:41:00,FL3886,43.99,Perishable,Critical,Departure,T4,29,82.29,86.84,16,3,Forklift,72.79,56.21,61,49.62,0,Rain,4757.24,1315.18,30.22,0,26.05,39.67,Adaptive,Low Efficiency
196,2024-07-21 19:55:00,FL6046,45.16,Hazardous,High,Departure,T1,6,114.86,12.08,30,4,Conveyor,91.62,61.28,34,60.06,1,Rain,850.16,1126.69,14.78,1,105.73,75.11,Baseline,Low Efficiency
197,2024-12-02 21:00:00,FL7648,88.48,General,Medium,Arrival,T4,39,102.53,111.92,29,2,Forklift,45.85,65.7,61,7.54,0,Storm,1278.41,745.66,86.13,0,64.87,80.49,Baseline,Low Efficiency
198,2024-06-30 21:41:00,FL2140,108.17,General,High,Departure,T3,11,179.01,58.59,8,4,Loader,73.92,32.46,61,68.4,1,Fog,1269.81,1386.69,31.76,1,83.07,38.73,Adaptive,Low Efficiency
199,2024-02-24 21:26:00,FL2781,107.01,Perishable,Medium,Departure,T4,48,98.47,20.46,10,4,Forklift,76.58,33.86,95,82.82,0,Storm,4116.68,1220.76,117.64,0,118.85,54.63,Baseline,Moderate Efficiency
200,2024-11-18 16:16:00,FL7208,94.69,Express,Low,Arrival,T2,25,153.75,53.92,17,12,Forklift,74.79,75.87,8,23.02,0,Rain,4276.73,997.61,21.38,0,94.37,119.78,Optimized,Low Efficiency
201,2024-03-12 07:04:00,FL6364,78.83,Hazardous,Critical,Departure,T3,44,150.18,74.36,29,5,Loader,53.11,60.99,54,34.24,0,Fog,2386.73,776.25,49.99,1,20.74,16.07,Optimized,Low Efficiency
202,2024-02-06 20:05:00,FL9098,14.68,Hazardous,High,Arrival,T3,44,31.43,70.89,35,1,Forklift,43.85,36.28,53,66.94,0,Clear,4861.99,232.48,62.68,1,148.04,114.06,Adaptive,Low Efficiency
203,2024-01-11 17:54:00,FL2007,23.59,Perishable,High,Departure,T3,30,33.92,71.1,26,2,Crane,93.7,57.04,20,22.36,0,Clear,1667.65,1241.67,34.03,1,30.15,146.89,Baseline,Low Efficiency
204,2024-03-08 21:53:00,FL2483,108.33,General,Medium,Arrival,T1,20,125.57,34.42,39,8,Loader,74.47,63.28,46,48.8,0,Clear,2863.04,682.92,65.37,1,147.21,116.61,Adaptive,Low Efficiency
205,2024-06-21 03:01:00,FL4565,74.74,Perishable,Low,Departure,T1,37,61.46,77.76,25,8,Conveyor,86.07,74.49,93,59.4,0,Clear,4983.3,603.2,23.69,0,81.08,140.46,Baseline,Low Efficiency
206,2024-05-01 02:29:00,FL3276,6.06,Perishable,Low,Departure,T3,16,125.2,109.35,19,8,Conveyor,61.87,38.28,31,79.13,0,Storm,4221.97,422.9,10.18,1,127.44,46.85,Baseline,Low Efficiency
207,2024-10-22 22:36:00,FL1003,16.67,Perishable,Medium,Departure,T2,31,43.14,49.7,7,5,Loader,42.55,99.64,85,31.08,1,Rain,2692.33,858.28,86.8,0,27.35,82.49,Baseline,Low Efficiency
208,2024-12-19 15:11:00,FL3403,81.3,Perishable,High,Departure,T3,29,83.53,77.52,41,8,Conveyor,55.57,63.23,26,44.34,1,Rain,988.37,1261.82,101.8,0,130.58,68.05,Adaptive,Low Efficiency
209,2024-12-16 12:20:00,FL3444,5.58,Express,Medium,Departure,T1,6,36.4,33.06,49,9,Conveyor,44.4,77.66,95,16.61,0,Rain,4569.58,505.44,73.22,0,28.12,48.24,Optimized,Low Efficiency
210,2024-06-04 15:30:00,FL8421,23.49,Express,High,Arrival,T2,29,65.13,10.55,30,14,Conveyor,44.69,93.58,63,27.68,0,Fog,2939.57,1388.92,35.14,0,134.61,15.68,Baseline,Low Efficiency
211,2024-10-19 00:41:00,FL9704,68.1,General,Low,Departure,T3,32,34.13,72.36,21,4,Loader,52.87,32.23,20,8.54,1,Clear,1887.56,655.72,53.4,0,71.97,116.31,Adaptive,Low Efficiency
212,2024-02-12 16:43:00,FL5775,84.57,Perishable,Medium,Arrival,T1,9,175.29,10.47,42,4,Forklift,78.01,72.1,22,17.79,0,Fog,2530.48,1457.18,78.89,0,130.6,111.43,Optimized,Low Efficiency
213,2024-04-29 21:14:00,FL7389,79.98,Express,Low,Arrival,T2,37,83.21,88.21,39,7,Conveyor,89.07,67.82,57,31.16,0,Clear,1899.18,1047.28,13.58,1,48.6,89.24,Adaptive,Low Efficiency
214,2024-10-02 23:02:00,FL8326,30.79,General,Medium,Arrival,T4,23,164.19,82.09,45,5,Crane,89.28,34.02,57,38.18,1,Fog,2979.75,614.1,20.36,0,109.15,146.35,Adaptive,Low Efficiency
215,2024-01-02 13:40:00,FL4205,86.9,Perishable,Low,Arrival,T4,16,175.39,47.47,12,11,Forklift,96.27,78.51,26,63.62,0,Rain,1728.21,1477.08,115.4,0,118.36,131.4,Optimized,Low Efficiency
216,2024-10-11 07:06:00,FL4369,32.28,Hazardous,Critical,Departure,T3,18,165.53,52.3,15,10,Forklift,79.38,45.45,17,41.26,1,Rain,2506.93,932.03,84.64,0,79.98,88.77,Optimized,Low Efficiency
217,2024-07-12 02:45:00,FL6187,42.42,Express,Low,Departure,T4,19,92.79,110.54,28,1,Conveyor,41.19,79.13,89,4.41,0,Rain,2418.17,1176.1,86.67,0,131.08,138.88,Optimized,Low Efficiency
218,2024-11-27 07:50:00,FL5910,90.85,General,Critical,Departure,T1,44,144.62,6.51,47,8,Conveyor,62.64,55.38,27,68.02,0,Fog,3272.31,732.51,21.28,1,105.61,88.35,Adaptive,Low Efficiency
219,2024-07-26 17:05:00,FL5989,79.71,Hazardous,Medium,Departure,T2,2,44.59,69.78,12,4,Forklift,46.69,83.91,67,47.95,0,Storm,563.75,267.01,35.62,0,54.04,127.26,Baseline,Low Efficiency
220,2024-11-04 00:35:00,FL8122,102.66,Perishable,Critical,Arrival,T3,10,35.17,111.19,34,8,Conveyor,86.65,95.92,56,84.55,0,Rain,3194.38,1449.65,53.03,0,140.13,80.19,Baseline,Low Efficiency
221,2024-12-20 09:11:00,FL6640,80.63,Perishable,Medium,Arrival,T2,12,160.3,110.11,5,2,Loader,47.18,90.24,24,57.17,1,Rain,3169.01,550.42,32.58,0,57.59,122.9,Baseline,Low Efficiency
222,2024-04-22 17:16:00,FL2462,70.36,Perishable,Critical,Arrival,T2,46,24.98,72.24,38,12,Loader,46.36,63.78,25,48.05,0,Clear,2265.3,1385.09,99.04,0,112.34,72.57,Adaptive,Moderate Efficiency
223,2024-05-18 06:42:00,FL1133,15.77,Express,Low,Departure,T2,18,175.57,48.84,24,12,Conveyor,41.69,45.77,10,26.5,0,Fog,1611.05,1370.58,76.71,1,106.97,90.02,Optimized,Low Efficiency
224,2024-08-04 01:20:00,FL9362,47.29,General,High,Departure,T1,19,127.54,16.37,40,4,Forklift,97.33,99.47,36,21.28,1,Fog,4276.63,233.0,31.65,1,28.49,37.43,Adaptive,Low Efficiency
225,2024-06-07 12:35:00,FL7622,35.5,Hazardous,Critical,Departure,T3,38,87.14,24.99,38,2,Conveyor,87.14,76.16,82,20.7,1,Rain,2051.53,260.58,94.8,0,69.92,96.56,Baseline,Moderate Efficiency
226,2024-02-12 14:04:00,FL3089,33.06,General,Low,Departure,T4,37,42.62,83.16,38,5,Crane,60.0,57.72,45,36.64,0,Storm,1902.78,956.87,69.48,0,90.4,121.71,Baseline,Low Efficiency
227,2024-02-14 09:18:00,FL5819,116.9,Express,Low,Arrival,T2,27,135.72,6.91,17,10,Loader,62.59,63.71,17,15.42,0,Fog,2584.25,150.25,32.86,0,36.08,127.27,Baseline,Low Efficiency
228,2024-08-16 08:38:00,FL2022,50.21,General,Medium,Departure,T2,48,110.1,106.6,10,10,Forklift,43.57,38.96,78,75.98,0,Storm,1750.95,689.63,102.71,0,23.92,117.66,Optimized,Low Efficiency
229,2024-02-11 15:02:00,FL7049,107.59,Express,Critical,Departure,T2,14,133.78,72.61,40,14,Crane,49.48,65.37,58,72.47,0,Storm,4238.44,838.91,33.1,0,86.47,11.56,Optimized,Low Efficiency
230,2024-02-06 12:18:00,FL9992,77.58,Perishable,Medium,Arrival,T1,45,86.87,10.19,29,8,Conveyor,58.69,42.12,83,65.6,1,Rain,3042.27,375.5,85.97,1,31.46,140.56,Baseline,Low Efficiency
231,2024-12-13 04:28:00,FL1870,96.4,Hazardous,Medium,Arrival,T4,34,30.6,32.57,31,11,Loader,63.27,55.6,82,4.39,1,Storm,3894.71,1178.24,53.99,0,120.33,18.17,Baseline,Low Efficiency
232,2024-04-24 15:20:00,FL1013,62.8,Perishable,Low,Departure,T2,2,70.4,73.33,35,7,Crane,77.2,64.42,23,6.47,0,Fog,3854.22,704.21,92.44,1,129.75,109.29,Baseline,Low Efficiency
233,2024-02-11 10:02:00,FL6885,71.34,General,Low,Departure,T1,44,70.4,9.09,7,11,Forklift,61.02,96.35,8,57.28,0,Storm,4046.93,692.4,56.58,1,23.13,125.09,Baseline,Low Efficiency
234,2024-02-28 08:02:00,FL2797,61.64,Perishable,High,Arrival,T1,33,21.39,94.7,32,5,Loader,97.28,73.73,50,67.41,1,Clear,4411.43,428.09,41.53,0,108.43,117.39,Adaptive,Low Efficiency
235,2024-05-15 07:31:00,FL5623,27.45,Hazardous,Low,Departure,T2,19,21.53,110.79,8,11,Conveyor,60.57,56.03,16,2.4,0,Fog,4637.59,1342.92,115.71,0,112.51,118.07,Baseline,Moderate Efficiency
236,2024-02-19 21:29:00,FL1510,88.08,Perishable,High,Arrival,T2,27,72.92,115.54,21,7,Conveyor,96.5,37.92,89,26.15,0,Rain,2226.24,115.71,93.46,0,19.27,41.31,Adaptive,Low Efficiency
237,2024-02-19 11:42:00,FL4854,37.29,Hazardous,Critical,Arrival,T1,48,136.42,89.37,42,5,Loader,83.79,82.3,43,12.27,0,Fog,2496.73,109.65,101.04,0,93.48,22.16,Baseline,Low Efficiency
238,2024-06-20 06:29:00,FL8073,7.8,Hazardous,Low,Departure,T1,30,119.85,103.53,38,7,Crane,93.99,62.68,96,20.82,1,Fog,725.27,1493.64,44.42,0,97.04,76.28,Baseline,Low Efficiency
